"Image","Name","Price","Discount","Rating"
"https://images.meesho.com/images/products/62360656/b81zn_512.jpg","Trendy Glamorous Women Dresses","₹767","12%","NULL"
"https://images.meesho.com/images/products/62363229/leedr_512.jpg","Trendy Retro Women Dresses","₹328","23%","3.6"
"https://images.meesho.com/images/products/62368743/xn9g3_512.jpg","Pretty Maxi Women Dresses","₹296","25%","3.9"
"https://images.meesho.com/images/products/62186480/stxmu_512.jpg","BLACK dresses","₹201","30%","NULL"
"https://images.meesho.com/images/products/62378412/aavwm_512.jpg","Trendy Partywear Women Dresses","₹465","18%","3.8"
"https://images.meesho.com/images/products/62388393/60ino_512.jpg","WOMANIYAWEB NET DRESSES FOR GIRLS AND WOMAN","₹303","25%","NULL"
"https://images.meesho.com/images/products/62356207/fyn8m_512.jpg","Urbane Ravishing Women Dresses","₹328","23%","3.9"
"https://images.meesho.com/images/products/62358126/lqqki_512.jpg","Stylish Graceful Women Dresses","₹361","22%","3.8"
"https://images.meesho.com/images/products/62370592/ht0ov_512.jpg","WOMEN'S PRINTED RAGULAR TOP","₹222","30%","3.6"
"https://images.meesho.com/images/products/62351689/kmxqc_512.jpg","Multicolored Printed Straight Maxi With Dori","₹567","15%","4.1"
"https://images.meesho.com/images/products/62387223/4vkxu_512.jpg","Trendy Latest Women Dresses","₹284","26%","NULL"
"https://images.meesho.com/images/products/62387682/myqr0_512.jpg","Stylish Fashionista Women Dresses","₹767","12%","NULL"
"https://images.meesho.com/images/products/62368794/xfhbz_512.jpg","Pretty Women's Fit & Flare Dresses","₹275","27%","3.9"
"https://images.meesho.com/images/products/62354747/cfnnn_512.jpg","Trendy Retro Women Dresses","₹333","23%","3.9"
"https://images.meesho.com/images/products/62374117/zqmlj_512.jpg","WOMEN A LINE MAXI DRESS","₹319","24%","NULL"
"https://images.meesho.com/images/products/62384822/g1oq8_512.jpg","Printed dresses in cotton","₹450","18%","NULL"
"https://images.meesho.com/images/products/62387504/wg6h1_512.jpg","Urbane Fabulous Women Dresses","₹667","13%","NULL"
"https://images.meesho.com/images/products/62368772/he42h_512.jpg","Trendy  Maxi Women Dresses","₹295","25%","3.9"
"https://images.meesho.com/images/products/62388123/im2y0_512.jpg","Trendy Designer Women Dresses","₹697","13%","NULL"
"https://images.meesho.com/images/products/62368749/m2fws_512.jpg","Pretty Maxi Women Dresses","₹295","25%","3.9"
"https://images.meesho.com/images/products/62387407/9zhff_512.jpg","Comfy Fashionable Women Dresses","₹749","12%","NULL"
"https://images.meesho.com/images/products/62375588/t1f55_512.jpg","MIDDY FOR WOMEN SANGANERI PRINT","₹202","30%","NULL"
"https://images.meesho.com/images/products/62331324/3egcd_512.jpg","one-click-11","₹967","9%","3.7"
"https://images.meesho.com/images/products/40473916/vlzaq_512.jpg","Gowns","₹1159","8%","3.6"
"https://images.meesho.com/images/products/62331247/dhfcy_512.jpg","maxi dress","₹628","14%","3.9"
"https://images.meesho.com/images/products/54629387/jcvde_512.jpg","big shrt black dress","₹367","21%","3.8"
"https://images.meesho.com/images/products/62321762/krkme_512.jpg","NEW STYLISH WOMEN PARTY WEAR DRESS","₹337","23%","3.7"
"https://images.meesho.com/images/products/40469413/obeor_512.jpg","DD-25 dress","₹1150","8%","3.6"
"https://images.meesho.com/images/products/62322960/imt9a_512.jpg","Pretty Fabulous Women Dresses","₹350","22%","4.2"
"https://images.meesho.com/images/products/62336772/etjet_512.jpg","dress","₹499","17%","NULL"
"https://images.meesho.com/images/products/62370444/xzrev_512.jpg","Women Midi Green Pearl dress","₹634","14%","NULL"
"https://images.meesho.com/images/products/62323644/npkav_512.jpg","Classy Sensational Women Dresses","₹350","22%","4.2"
"https://images.meesho.com/images/products/62327175/ktbo0_512.jpg","Rafta Dresses","₹1000","9%","3.9"
"https://images.meesho.com/images/products/62330387/zrmy8_512.jpg","Dresses","₹628","14%","3.9"
"https://images.meesho.com/images/products/62379889/ne8j1_512.jpg","Denim Long Dress( Real pic Attached)","₹464","18%","5.0"
"https://images.meesho.com/images/products/62327420/wzwfo_512.jpg","ALLIUM WOMEN A LINE DRESS MULTICOLOR","₹767","12%","NULL"
"https://images.meesho.com/images/products/62336275/uzavm_512.jpg","Jiya Kurti & Dresses Women's Crepe Western Dress","₹187","30%","3.7"
"https://images.meesho.com/images/products/62328693/iugcj_512.jpg","Girls Western Dresses","₹515","16%","3.5"
"https://images.meesho.com/images/products/40470953/ekgui_512.jpg","DD-10 gown","₹1249","7%","3.6"
"https://images.meesho.com/images/products/61884370/mzam7_512.jpg","on piece dess","₹430","19%","3.7"
"https://images.meesho.com/images/products/62373293/2m0t5_512.jpg","Stylish Partywear Women Dresses","₹267","27%","NULL"
"https://images.meesho.com/images/products/62341443/vxwpv_512.jpg","dresses","₹290","26%","3.8"
"https://images.meesho.com/images/products/62329114/moic3_512.jpg","Classy Designer Women Dresses","₹290","26%","NULL"
"https://images.meesho.com/images/products/62322790/88hve_512.jpg","ALLIUM RHYON FRILL SLEEVE DRESS GREEN","₹767","12%","NULL"
"https://images.meesho.com/images/products/62339695/4x9vn_512.jpg","alphabetic print Dresses","₹299","25%","NULL"
"https://images.meesho.com/images/products/4257689/1_512.jpg","Women's Printed Black Crepe Dress","₹207","30%","NULL"
"https://images.meesho.com/images/products/62319499/qi4i5_512.jpg","New Stylish Dresses for Beautiful Girls and Womens","₹562","15%","3.6"
"https://images.meesho.com/images/products/62319168/o1ej4_512.jpg","Urbane Partywear Women Dresses","₹367","21%","4.0"
"https://images.meesho.com/images/products/62339080/cx2wa_512.jpg","Stylish Latest Women Dresses","₹399","20%","NULL"
"https://images.meesho.com/images/products/62337882/5ojji_512.jpg","Dresses","₹599","14%","NULL"
"https://images.meesho.com/images/products/46056508/pcg79_512.jpg","Classic Fashionista Women Dresses","₹347","22%","NULL"
"https://images.meesho.com/images/products/62340215/zpbdq_512.jpg","Urbane Graceful Women Dresses","₹210","30%","3.9"
"https://images.meesho.com/images/products/62314531/admr6_512.jpg","SWASTIK ANARKALI DRESS","₹2467","4%","NULL"
"https://images.meesho.com/images/products/62308447/2iv5l_512.jpg","Pretty Fashionista Women Dresses","₹348","22%","3.9"
"https://images.meesho.com/images/products/62333171/frudc_512.jpg","6 FIRIL LONG DRESSES","₹267","27%","3.4"
"https://images.meesho.com/images/products/62338603/ceqhn_512.jpg","dress","₹550","15%","NULL"
"https://images.meesho.com/images/products/62333528/8bdzh_512.jpg","flower print dress","₹417","19%","3.9"
"https://images.meesho.com/images/products/62341677/u6rew_512.jpg","Women Maxi Dress","₹252","28%","NULL"
"https://images.meesho.com/images/products/10765818/09c6d_512.jpg","Fancy Fashionista Women Dresses","₹220","30%","NULL"
"https://images.meesho.com/images/products/62338639/lt6fn_512.jpg","ALLIUM WOMEN PRINTED DRESS","₹767","12%","NULL"
"https://images.meesho.com/images/products/62318840/7fwbl_512.jpg","Women midi  dresses","₹598","14%","4.0"
"https://images.meesho.com/images/products/62338646/jlobp_512.jpg","Saket Brothers Cotton dresses","₹517","16%","NULL"
"https://images.meesho.com/images/products/62291249/z65is_512.jpg","Trendy Partywear Women Dresses","₹328","23%","3.4"
"https://images.meesho.com/images/products/62293550/xrccb_512.jpg","Layered dress with shrug","₹380","21%","4.0"
"https://images.meesho.com/images/products/62276851/gnujj_512.jpg","long dresess","₹229","30%","NULL"
"https://images.meesho.com/images/products/62292281/c6zh8_512.jpg","Trendy Crepe Printed Women's Gown","₹338","23%","3.4"
"https://images.meesho.com/images/products/62292279/0lxqz_512.jpg","Trendy Crepe Printed Women's Dresses","₹338","23%","3.4"
"https://images.meesho.com/images/products/13587611/57fde_512.jpg","PRINTED WOMAN STYLISH DRESSES","₹247","29%","NULL"
"https://images.meesho.com/images/products/62308368/evr08_512.jpg","Dresses","₹315","24%","3.9"
"https://images.meesho.com/images/products/62291359/qb6gj_512.jpg","Classy Graceful Women Dresses","₹328","23%","3.7"
"https://images.meesho.com/images/products/62308435/axrkw_512.jpg","Stylish Designer Women Dresses","₹358","22%","3.9"
"https://images.meesho.com/images/products/62303051/pmkis_512.jpg","BE THE GOOD NET DRESS FOR WOMAN AND GIRLS","₹303","25%","4.0"
"https://images.meesho.com/images/products/62301410/mkqh1_512.jpg","dresses","₹526","16%","2.8"
"https://images.meesho.com/images/products/48958082/kcxso_512.jpg","Trendy Fashionista Women Dresses","₹477","17%","NULL"
"https://images.meesho.com/images/products/62308410/shmqu_512.jpg","Pretty Modern Women Dresses","₹458","18%","3.9"
"https://images.meesho.com/images/products/62303982/oxkne_512.jpg","Black velvet dress for girls","₹958","9%","3.6"
"https://images.meesho.com/images/products/62308327/hhs5t_512.jpg","Trendy Sensational Women Dresses","₹358","22%","3.9"
"https://images.meesho.com/images/products/62303407/qli8g_512.jpg","Dress for women (Pink and black colour)","₹867","10%","3.6"
"https://images.meesho.com/images/products/62304856/nnv7x_512.jpg","Black colour kurti for women","₹767","12%","3.6"
"https://images.meesho.com/images/products/62292403/tvsyl_512.jpg","Classic Partywear Women Dresses","₹338","23%","3.4"
"https://images.meesho.com/images/products/62303986/zmbkw_512.jpg","Black Pleated Dress","₹858","10%","4.2"
"https://images.meesho.com/images/products/62292407/izpkc_512.jpg","Trendy Crepe Printed Women's Dresses","₹338","23%","3.4"
"https://images.meesho.com/images/products/62291253/ndbym_512.jpg","Trendy Partywear Women Gowns","₹328","23%","3.4"
"https://images.meesho.com/images/products/62291255/lkdhd_512.jpg","Trendy Partywear Women Dresses","₹328","23%","3.4"
"https://images.meesho.com/images/products/62299069/rjqc5_512.jpg","Urbane Sensational Women Dresses","₹243","29%","3.7"
"https://images.meesho.com/images/products/62287310/kttdd_512.jpg","Classic Latest Women dresses","₹625","14%","3.1"
"https://images.meesho.com/images/products/62291236/sxm9s_512.jpg","Trendy Partywear Women dress","₹328","23%","3.4"
"https://images.meesho.com/images/products/62292454/278ls_512.jpg","Trendy Crepe Printed Women's Dresses","₹338","23%","3.1"
"https://images.meesho.com/images/products/62292519/pfssx_512.jpg","Trendy Crepe Printed Women's Dresses","₹338","23%","NULL"
"https://images.meesho.com/images/products/62292523/tfzwi_512.jpg","Trendy Crepe Printed Women's Dresses","₹338","23%","NULL"
"https://images.meesho.com/images/products/62292949/vk7p0_512.jpg","Ladies Designer New Party Wear Western Dresses","₹636","14%","3.5"
"https://images.meesho.com/images/products/62292451/slsc4_512.jpg","Pretty Latest Women Dresses","₹338","23%","3.1"
"https://images.meesho.com/images/products/62291355/liden_512.jpg","Urbane Elegant Women Dresses","₹328","23%","3.7"
"https://images.meesho.com/images/products/62290480/zgeoj_512.jpg","Classy sensational women dress","₹338","23%","4.0"
"https://images.meesho.com/images/products/62291088/w5aix_512.jpg","Classic Partywear Women Dresses","₹328","23%","3.4"
"https://images.meesho.com/images/products/62291318/s5y2n_512.jpg","Dresses","₹328","23%","3.4"
"https://images.meesho.com/images/products/62291308/kso6r_512.jpg","Urbane Elegant Women Dresses","₹328","23%","3.4"
"https://images.meesho.com/images/products/62291093/yo41x_512.jpg","Trendy Partywear Women Dresses","₹328","23%","3.4"
"https://images.meesho.com/images/products/62292234/n0z14_512.jpg","Trendy Crepe Printed Women's Dresses","₹338","23%","3.4"
"https://images.meesho.com/images/products/62290146/brbpf_512.jpg","Dresses","₹338","23%","3.4"
"https://images.meesho.com/images/products/62293121/auqyl_512.jpg","Dresses","₹466","18%","3.4"
"https://images.meesho.com/images/products/62292238/gj1fd_512.jpg","Trendy Crepe Printed Women's Dresses","₹338","23%","3.4"
"https://images.meesho.com/images/products/62276755/d0mr7_512.jpg","Sky blue and Navy blue Printed Maxi Dress,has a round neck, three-quarter sleeves, flared hem","₹667","13%","NULL"
"https://images.meesho.com/images/products/62277926/nbliz_512.jpg","New Latest fashionable Stylish Velvet DRESS","₹458","18%","3.4"
"https://images.meesho.com/images/products/62272585/2lcb3_512.jpg","cotton dress","₹268","27%","NULL"
"https://images.meesho.com/images/products/62284087/x5zsg_512.jpg","Classy Partywear Women Dresses","₹355","22%","4.0"
"https://images.meesho.com/images/products/62272579/xphox_512.jpg","Myra Petite dress","₹218","30%","3.8"
"https://images.meesho.com/images/products/62273665/eurk4_512.jpg","TVC-0481 : Imported soft, warm and elegant Fur Woolen 1 piece dresses with embroidery and pearls on yoke. Above Knee Length","₹2170","4%","4.2"
"https://images.meesho.com/images/products/62284779/ongao_512.jpg","MD dress Black Yellow","₹366","21%","3.7"
"https://images.meesho.com/images/products/62292519/pfssx_512.jpg","Trendy Crepe Printed Women's Dresses","₹338","23%","NULL"
"https://images.meesho.com/images/products/62231835/bu6vy_512.jpg","Readymade Dresses","₹567","15%","NULL"
"https://images.meesho.com/images/products/62274145/ckmct_512.jpg","MultiColoured Printed Fit and Flare Dress, has round neck, three quarter sleeves, button closure","₹667","13%","NULL"
"https://images.meesho.com/images/products/2601716/1_512.jpg","Women's Solid Black Crepe Dress","₹245","29%","NULL"
"https://images.meesho.com/images/products/62291322/jqrpd_512.jpg","Trendy Partywear Women Dresses","₹328","23%","3.4"
"https://images.meesho.com/images/products/62279937/yjhyj_512.jpg","Multi Floral Fancy Dress For Girls","₹410","20%","3.4"
"https://images.meesho.com/images/products/62285223/puffu_512.jpg","Trendy Modern Women Dresses","₹1165","8%","NULL"
"https://images.meesho.com/images/products/62267121/lwp5z_512.jpg","Dresses","₹286","26%","NULL"
"https://images.meesho.com/images/products/62276538/wfk1x_512.jpg","Trendy Feminine Women Dresses","₹550","15%","3.4"
"https://images.meesho.com/images/products/62280550/thrdo_512.jpg","Dresses","₹547","15%","3.7"
"https://images.meesho.com/images/products/62290142/jtjkx_512.jpg","Trendy Crepe Printed Women's Dresses","₹338","23%","3.4"
"https://images.meesho.com/images/products/62284090/p533h_512.jpg","Women's Formal Wear Rayon Dresses","₹397","20%","4.0"
"https://images.meesho.com/images/products/62286563/lz7sw_512.jpg","Trendy Designer Women Dresses","₹625","14%","3.5"
"https://images.meesho.com/images/products/61815561/atqje_512.jpg","Fancy Dresses","₹268","27%","NULL"
"https://images.meesho.com/images/products/62256842/cpgxo_512.jpg","Meher Impex Women Dresses","₹566","15%","NULL"
"https://images.meesho.com/images/products/62272579/xphox_512.jpg","Myra Petite dress","₹218","30%","3.8"
"https://images.meesho.com/images/products/62249506/kldc5_512.jpg","Pretty Feminine Women Dresses","₹227","30%","3.4"
"https://images.meesho.com/images/products/62256731/mbrkj_512.jpg","Trendy Partywear Women Dresses","₹367","21%","3.6"
"https://images.meesho.com/images/products/62251477/0j8wi_512.jpg","Pretty Fabulous Women Dresses","₹378","21%","3.7"
"https://images.meesho.com/images/products/62253772/s7cbn_512.jpg","Comfy Designer Women Dresses","₹467","18%","3.6"
"https://images.meesho.com/images/products/62112779/f3ocu_512.jpg","Yellow A-line Peplum Sleeve Dress","₹457","18%","NULL"
"https://images.meesho.com/images/products/62250575/b7b0u_512.jpg","floral printed jacket dess","₹617","14%","3.6"
"https://images.meesho.com/images/products/62248792/6xwux_512.jpg","Urbane Elegant Women Dresses","₹226","30%","3.5"
"https://images.meesho.com/images/products/62181604/lau4g_512.jpg","Charvi Refined Dresses","₹232","30%","3.2"
"https://images.meesho.com/images/products/62130565/i2ag7_512.jpg","WOMEN BODYCON BEAUTIFUL DRESS","₹237","30%","3.9"
"https://images.meesho.com/images/products/62253561/tkpgm_512.jpg","Dresses","₹347","22%","3.9"
"https://images.meesho.com/images/products/62255345/u6djb_512.jpg","Stylish Graceful Women Dresses","₹267","27%","3.6"
"https://images.meesho.com/images/products/62250867/vmbog_512.jpg","Classy Designer Women Dresses","₹230","30%","3.8"
"https://images.meesho.com/images/products/62254894/3nak9_512.jpg","Classic Graceful Women Dresses","₹467","18%","3.6"
"https://images.meesho.com/images/products/62246982/uegkh_512.jpg","Dee-Nonu Pleated  Knee Length Fancy Dress For Women(Pink)","₹799","11%","4.0"
"https://images.meesho.com/images/products/62257675/zrbaf_512.jpg","Fancy Fabulous Women Dresses","₹267","27%","3.6"
"https://images.meesho.com/images/products/62245400/felzp_512.jpg","Aphrodite Pleated  Knee Length Fancy Dress For Women(Pink)","₹799","11%","3.4"
"https://images.meesho.com/images/products/62248133/3vu7m_512.jpg","Pretty Graceful Women Dresses","₹224","30%","3.4"
"https://images.meesho.com/images/products/61653311/yweir_512.jpg","Abhisarika Graceful Dresses","₹287","26%","NULL"
"https://images.meesho.com/images/products/62253792/iuubv_512.jpg","Dress","₹278","26%","3.9"
"https://images.meesho.com/images/products/62251079/8qd6n_512.jpg","dresses","₹364","22%","3.9"
"https://images.meesho.com/images/products/62255836/e8nxz_512.jpg","Trendy Graceful Women dresses","₹220","30%","3.8"
"https://images.meesho.com/images/products/62252608/8pq9g_512.jpg","Comfy Feminine Women Dresses","₹367","21%","3.6"
"https://images.meesho.com/images/products/62257868/yskkp_512.jpg","Fancy Fabulous Women dresses","₹223","30%","3.4"
"https://images.meesho.com/images/products/62253143/hgucw_512.jpg","maxi dress","₹628","14%","4.0"
"https://images.meesho.com/images/products/62255190/blekl_512.jpg","Urbane Feminine Women Dresses","₹219","30%","3.4"
"https://images.meesho.com/images/products/62250043/ywvfw_512.jpg","KURTI WITH PAINT AND DUPATTA","₹567","15%","3.5"
"https://images.meesho.com/images/products/62247728/g5etw_512.jpg","dresses","₹589","15%","3.7"
"https://images.meesho.com/images/products/62250116/grnqw_512.jpg","Charvi Drishya Dresses","₹1321","7%","3.8"
"https://images.meesho.com/images/products/62255337/takwq_512.jpg","Treandy Dresses","₹284","26%","3.9"
"https://images.meesho.com/images/products/62247062/hkldt_512.jpg","woman western dress","₹598","14%","4.0"
"https://images.meesho.com/images/products/62247141/usauf_512.jpg","Trendy Ravishing Women Dresses","₹223","30%","3.8"
"https://images.meesho.com/images/products/62256775/9xtnc_512.jpg","Pretty Elegant Women Dresses","₹222","30%","3.8"
"https://images.meesho.com/images/products/62256100/b8yga_512.jpg","Sleeveless Strap Bodycon Flared Dress","₹267","27%","3.1"
"https://images.meesho.com/images/products/62253365/eaael_512.jpg","Classy Sensational Women Dresses","₹217","30%","3.5"
"https://images.meesho.com/images/products/62255316/sn1xq_512.jpg","dress","₹599","14%","NULL"
"https://images.meesho.com/images/products/62252710/vtyz7_512.jpg","lining dress","₹399","20%","NULL"
"https://images.meesho.com/images/products/62259205/fprpw_512.jpg","Damini western Dresses","₹425","19%","3.5"
"https://images.meesho.com/images/products/62255836/e8nxz_512.jpg","Trendy Graceful Women dresses","₹220","30%","3.8"
"https://images.meesho.com/images/products/62243505/vz1wt_512.jpg","Trendy Designer Women Dresses","₹767","12%","3.7"
"https://images.meesho.com/images/products/62246964/ww2kv_512.jpg","Trendy Fabulous Women Dresses","₹378","21%","3.9"
"https://images.meesho.com/images/products/62253973/794fg_512.jpg","bodycon dresses","₹767","12%","NULL"
"https://images.meesho.com/images/products/62237809/itcng_512.jpg","Urbane Elegant Women Dresses","₹267","27%","3.5"
"https://images.meesho.com/images/products/62215420/neflz_512.jpg","D - D126 Dresses","₹767","12%","NULL"
"https://images.meesho.com/images/products/62247488/x21c4_512.jpg","Dee-Nayra Pleated  Knee Length Fancy Dress For Women(DarkGreen)","₹799","11%","3.8"
"https://images.meesho.com/images/products/62254181/im3nm_512.jpg","beautiful printed dresses","₹888","10%","3.5"
"https://images.meesho.com/images/products/62255748/zxkde_512.jpg","dress bodycon","₹499","17%","NULL"
"https://images.meesho.com/images/products/62256965/b8bxs_512.jpg","bodycon dress","₹399","20%","NULL"
"https://images.meesho.com/images/products/62247724/bmt1j_512.jpg","Women Dresses","₹589","15%","3.7"
"https://images.meesho.com/images/products/62250525/yz71z_512.jpg","maxi dress","₹628","14%","4.0"
"https://images.meesho.com/images/products/62253445/kfxqg_512.jpg","floral dress","₹299","25%","NULL"
"https://images.meesho.com/images/products/62199774/txuaf_512.jpg","JIYA SAREES Wonen's Crepe Western Dress","₹187","30%","3.9"
"https://images.meesho.com/images/products/62220816/fiead_512.jpg","MARUTI NANDAN FAB Women's Crepe Western Dress","₹187","30%","3.8"
"https://images.meesho.com/images/products/62237976/8phsm_512.jpg","Women Fit and Flare Multicolor Dress","₹267","27%","3.6"
"https://images.meesho.com/images/products/62259209/q0ntb_512.jpg","Loftic Girls and Women Stylish Fashionable Dress","₹390","20%","4.0"
"https://images.meesho.com/images/products/62266106/mk7ml_512.jpg","MINT GREEN EMBROIDERED GATHERED MAXI DRESS","₹814","11%","3.5"
"https://images.meesho.com/images/products/62265921/cpd1g_512.jpg","Women's Fit and Flare Georgette Floral Maxi Dress","₹575","15%","NULL"
"https://images.meesho.com/images/products/62260946/cmdvl_512.jpg","YOURSTY Women's Empire Knee Length Dress","₹495","17%","4.2"
"https://images.meesho.com/images/products/62196756/1uhw8_512.jpg","Gorgeous Black Dress!","₹1768","5%","NULL"
"https://images.meesho.com/images/products/62224916/kzakp_512.jpg","Stylish Designer Women Dresses","₹358","22%","3.9"
"https://images.meesho.com/images/products/62211198/sp7yl_512.jpg","Classic Fashionable Women Dresses","₹289","26%","3.9"
"https://images.meesho.com/images/products/62240404/qjdzx_512.jpg","Classic Elegant Women Dresses","₹222","30%","3.5"
"https://images.meesho.com/images/products/62222963/eujpg_512.jpg","Classy Fabulous Women Dresses","₹367","21%","3.5"
"https://images.meesho.com/images/products/62220357/7balp_512.jpg","Fancy Designer Women Dresses","₹367","21%","3.5"
"https://images.meesho.com/images/products/62211475/nawaw_512.jpg","Western Fashionable One Piece","₹517","16%","NULL"
"https://images.meesho.com/images/products/62198430/m1asa_512.jpg","SAREEFLAME WOMEN'S WESTERN WEAR PRINTED DRESES","₹220","30%","3.9"
"https://images.meesho.com/images/products/62228884/983dd_512.jpg","Trendy Fashionable Women Dresses","₹417","19%","3.3"
"https://images.meesho.com/images/products/62215543/2qohs_512.jpg","Trendy Designer Women Dresses","₹297","25%","3.9"
"https://images.meesho.com/images/products/62238779/1dbd0_512.jpg","Fancy Feminine Women Dresses","₹267","27%","3.5"
"https://images.meesho.com/images/products/62217715/ayvol_512.jpg","Fashionable Western","₹416","19%","NULL"
"https://images.meesho.com/images/products/62198298/se05u_512.jpg","Perfect Indo western Dress!","₹1768","5%","NULL"
"https://images.meesho.com/images/products/62217709/qrko1_512.jpg","Stylish Fashionable Women Dresses","₹289","26%","3.9"
"https://images.meesho.com/images/products/62228805/idynf_512.jpg","Urbane Glamorous Women dresses","₹515","16%","NULL"
"https://images.meesho.com/images/products/62241953/huavp_512.jpg","Trendy Women's dresses","₹415","19%","NULL"
"https://images.meesho.com/images/products/62196307/w4tns_512.jpg","Pretty Fashionista Women Dresses","₹397","20%","3.9"
"https://images.meesho.com/images/products/62227718/0olmp_512.jpg","Trendy Fashionable Women Dresses","₹418","19%","3.9"
"https://images.meesho.com/images/products/62240610/x5w0d_512.jpg","Raiyani Fashion Digital print Cotton Bland A-Line Dress","₹317","24%","3.9"
"https://images.meesho.com/images/products/62197373/7afh0_512.jpg","Floral Printed Dress","₹643","13%","4.0"
"https://images.meesho.com/images/products/62222277/v1ekp_512.jpg","Fabulous western big checks dresses","₹375","21%","3.7"
"https://images.meesho.com/images/products/62234649/xbxq8_512.jpg","Rihan Fashions Women Bodycon Light Green Dress","₹267","27%","3.8"
"https://images.meesho.com/images/products/62229306/gd8i3_512.jpg","Stylish Partywear Women Dresses","₹267","27%","3.5"
"https://images.meesho.com/images/products/62228439/umhgu_512.jpg","AU CREATIONS Women's Crepe Western Dress","₹187","30%","3.9"
"https://images.meesho.com/images/products/62221717/bzlu0_512.jpg","LATEST TOP WITH SKIRT AND JACKET SANGANERI PRINT","₹467","18%","NULL"
"https://images.meesho.com/images/products/62228907/gfxzp_512.jpg","Comfy Fabulous Women Dresses","₹367","21%","3.5"
"https://images.meesho.com/images/products/62197815/fvdw6_512.jpg","Trendy Fashionable Women Dresses","₹289","26%","3.9"
"https://images.meesho.com/images/products/62239515/imvp9_512.jpg","urabaen desigener dresses","₹217","30%","4.1"
"https://images.meesho.com/images/products/62202540/1qnfy_512.jpg","SAREEFLAME WOMEN'S RED WESTERN WEAR DRESSES FOR WOMEN","₹337","23%","3.9"
"https://images.meesho.com/images/products/62239590/uxiub_512.jpg","Western fancy dress","₹438","19%","3.4"
"https://images.meesho.com/images/products/62223714/4xlzn_512.jpg","Paralians Women A-line Animal Print Maroon Dress","₹367","21%","NULL"
"https://images.meesho.com/images/products/62209237/grq1p_512.jpg","Trendy Sensational Women Dresses","₹348","22%","3.9"
"https://images.meesho.com/images/products/62210322/s2dod_512.jpg","EDIRA Womens Floral Dress","₹543","16%","NULL"
"https://images.meesho.com/images/products/62214530/xlh34_512.jpg","Fashionable Trendy Women dresses","₹575","15%","NULL"
"https://images.meesho.com/images/products/62225045/yopbx_512.jpg","maxi dress","₹628","14%","4.0"
"https://images.meesho.com/images/products/62242536/dadpd_512.jpg","dresses","₹465","18%","NULL"
"https://images.meesho.com/images/products/62200686/fvlto_512.jpg","woman fancy bodycon velvet  dress","₹498","17%","4.0"
"https://images.meesho.com/images/products/62228982/kv9ay_512.jpg","UMBRELLA Dresses","₹617","14%","3.3"
"https://images.meesho.com/images/products/62211008/jnzwi_512.jpg","Classic Fashionable Women Dresses","₹289","26%","3.9"
"https://images.meesho.com/images/products/62224686/7bhke_512.jpg","Fashionable One Piece Dress","₹417","19%","3.9"
"https://images.meesho.com/images/products/62166307/frref_512.jpg","SHORT DRESS FOR WOMEN","₹337","23%","4.0"
"https://images.meesho.com/images/products/62177088/dxj3c_512.jpg","Beautiful Women Rayon Dresses","₹317","24%","NULL"
"https://images.meesho.com/images/products/62202569/xpox8_512.jpg","maxi dress","₹628","14%","4.0"
"https://images.meesho.com/images/products/62214410/arrmm_512.jpg","maxi dress","₹628","14%","4.0"
"https://images.meesho.com/images/products/62203696/nwvdf_512.jpg","Dresses","₹247","29%","4.0"
"https://images.meesho.com/images/products/62217385/a2u5b_512.jpg","Stylish Fashionable Women Dresses","₹289","26%","3.9"
"https://images.meesho.com/images/products/62197248/jvhv3_512.jpg","Trendy Fashionable Women Dresses","₹289","26%","3.9"
"https://images.meesho.com/images/products/48363906/gzwj4_512.jpg","Comfy Ravishing Women Dresses","₹347","22%","3.6"
"https://images.meesho.com/images/products/59615913/athjf_512.jpg","Black Daisy Ruffle Dress","₹367","21%","NULL"
"https://images.meesho.com/images/products/62190943/jbjz4_512.jpg","Beautiful Women Rayon Dresses","₹667","13%","NULL"
"https://images.meesho.com/images/products/62182603/lxvvk_512.jpg","Deltin Black Dresses","₹325","24%","3.9"
"https://images.meesho.com/images/products/62194720/v2rxn_512.jpg","Jiya Kurti and dresses Women's Crepe Western  Dress","₹187","30%","3.7"
"https://images.meesho.com/images/products/48365873/8qpx7_512.jpg","Trendy Partywear Women Dresses","₹347","22%","3.6"
"https://images.meesho.com/images/products/62209513/nkx3q_512.jpg","Knock Knock  Studio Women's Crepe Western Dress","₹187","30%","3.7"
"https://images.meesho.com/images/products/62212669/xin7e_512.jpg","Fancy Graceful Women Dresses","₹348","22%","3.9"
"https://images.meesho.com/images/products/62220042/9xu3o_512.jpg","Stylish Elegant Women Dresses","₹617","14%","3.3"
"https://images.meesho.com/images/products/62219950/xiiaf_512.jpg","Umbrella Dresses","₹618","14%","3.3"
"https://images.meesho.com/images/products/62221001/fdmcn_512.jpg","Single Frill flower Print dress","₹247","29%","4.0"
"https://images.meesho.com/images/products/62229273/elnek_512.jpg","dress for women party wear","₹347","22%","3.6"
"https://images.meesho.com/images/products/62167148/3c8kt_512.jpg","Fashionable Golden Knee Length dress!","₹1976","5%","NULL"
"https://images.meesho.com/images/products/48369403/dh6dz_512.jpg","Fancy Elegant Women Dresses","₹347","22%","3.6"
"https://images.meesho.com/images/products/62177105/aoqci_512.jpg","Beautiful Women Rayon Dresses","₹667","13%","NULL"
